delta,N,N_source,L_case,L,N_need,purity_p,p_source,success_s,s_source,capacity_c,c_source,A_reachable_arrivals_per_night_cp95_lo,binding,spectra_S,P60_hours_H,wrong_routine_commitments_W,cost_slots,rubin_on_sky_nights,missed_rare_penalty
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,81,40.5,13,81,18,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,81,40.5,13,81,11,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,81,40.5,13,81,11,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,81,40.5,13,81,9,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,81,40.5,13,81,9,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,75,37.5,12,75,17,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,75,37.5,12,75,17,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,75,37.5,12,75,10,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,75,37.5,12,75,10,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,75,37.5,12,75,8,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.846,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1170 (bts_p1 test)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,75,37.5,12,75,8,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,74,37.0,6,74,17,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,74,37.0,6,74,17,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,74,37.0,6,74,10,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,74,37.0,6,74,10,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,74,37.0,6,74,8,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,74,37.0,6,74,8,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,69,34.5,6,69,16,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,69,34.5,6,69,16,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,69,34.5,6,69,9,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,69,34.5,6,69,9,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,69,34.5,6,69,7,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.92,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1443,1466 (bts_p2 present-day)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,69,34.5,6,69,7,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,73,36.5,5,73,17,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,73,36.5,5,73,17,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,73,36.5,5,73,10,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,73,36.5,5,73,10,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,73,36.5,5,73,8,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,73,36.5,5,73,8,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,68,34.0,5,68,16,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,68,34.0,5,68,16,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,68,34.0,5,68,9,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,68,34.0,5,68,9,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,68,34.0,5,68,7,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.93,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1134,1169 (bts_p2 test)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,68,34.0,5,68,7,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,71,35.5,3,71,16,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,71,35.5,3,71,16,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,71,35.5,3,71,9,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,71,35.5,3,71,9,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,71,35.5,3,71,8,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,71,35.5,3,71,8,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,66,33.0,3,66,15,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,66,33.0,3,66,15,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,66,33.0,3,66,9,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,66,33.0,3,66,9,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,66,33.0,3,66,7,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.956,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1243 (scanner triggering, restated)",1.0,optimistic bound,10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,66,33.0,3,66,7,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,71,35.5,3,71,16,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,71,35.5,3,71,16,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,71,35.5,3,71,9,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,71,35.5,3,71,9,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,71,35.5,3,71,8,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",0.93,arXiv:2009.01242 raw lines 854-855 (93% of m<18.5 events classified),10,arXiv:1910.12973 raw line 139 ('> 10 SNe in the 18.5-19 magnitude range every night'),334.8,capacity,71,35.5,3,71,8,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,66,33.0,3,66,15,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=T1 measured non-bot cohort labels,0,63,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,4.5,arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) line 1494 (BTSbot median bts_p1 sources per night),334.8,capacity,66,33.0,3,66,15,+100 slots per missed rare event (M UNDEMONSTRATED)
0.05,63,PI delta override min N_min,L=0 (upper cost; measured cohort labels UNDEMONSTRATED or 0),0,63,0.967,"arXiv:2401.15167 raw.txt (astronomy/wave2/agent2_label_source/sources/2401.15167.raw.txt) lines 1148-1149 (scanner triggering, 316/327)",1.0,optimistic bound,8,"wave-1 slot k=8 per night (astronomy/agent5_resolution_replay, arXiv:2401.15167)",334.8,capacity,66,33.0,3,66,9,+100 slots per missed rare event (M UNDEMONSTRATED)
