delta,delta_status,N,L_case,N_need,purity_p,success_s,capacity_c,spectra_S,P60_hours,wrong_routine_commitments,cost_slots,missed_rare_penalty,p60_usable_nights_needed,spectra_per_month_first,p60_nights_per_month_first,rubin_on_sky_nights_per_month_first,return_month_R,months_after_R,completion_month,months_aggregate_Ubar,binding_first_month
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,4.5,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),3106,104.6,23.2,20.7,2027-08,>120,,165.36,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,4.5,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),3106,101.2,22.5,20.0,2027-09,>120,,165.36,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,4.5,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),3102,93.4,20.8,20.7,2026-10,>120,,165.2,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,4.5,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),3102,83.3,18.5,20.0,2026-11,>120,,165.2,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,4.5,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),3102,55.1,12.2,20.7,2026-12,>120,,165.2,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,4.5,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),3102,47.3,10.5,20.7,2027-01,>120,,165.2,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,4.5,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),3102,59.2,13.2,18.7,2027-02,>120,,165.2,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,4.5,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),3102,41.6,9.2,20.7,2027-03,>120,,165.2,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,4.5,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),3102,94.5,21.0,20.0,2027-04,>120,,165.2,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,4.5,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),3102,103.5,23.0,20.7,2027-05,>120,,165.2,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,4.5,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),3102,113.6,25.2,20.0,2027-06,>120,,165.2,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,4.5,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),3102,115.9,25.7,20.7,2027-07,>120,,165.2,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,4.5,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),3102,104.6,23.2,20.7,2027-08,>120,,165.2,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,4.5,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),3102,101.2,22.5,20.0,2027-09,>120,,165.2,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,8,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1747,166.0,20.8,20.7,2026-10,94,2034-07,93.02,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,8,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1747,148.0,18.5,20.0,2026-11,94,2034-08,93.02,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,8,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1747,98.0,12.2,20.7,2026-12,94,2034-09,93.02,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,8,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1747,84.0,10.5,20.7,2027-01,93,2034-09,93.02,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,8,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1747,105.2,13.2,18.7,2027-02,93,2034-10,93.02,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,8,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1747,74.0,9.2,20.7,2027-03,92,2034-10,93.02,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,8,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1747,168.0,21.0,20.0,2027-04,92,2034-11,93.02,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,8,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1747,184.0,23.0,20.7,2027-05,92,2034-12,93.02,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,8,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1747,202.0,25.2,20.0,2027-06,93,2035-02,93.02,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,8,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1747,206.0,25.7,20.7,2027-07,94,2035-04,93.02,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,8,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1747,186.0,23.2,20.7,2027-08,94,2035-05,93.02,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,8,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1747,180.0,22.5,20.0,2027-09,94,2035-06,93.02,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,8,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1745,166.0,20.8,20.7,2026-10,94,2034-07,92.92,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,8,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1745,148.0,18.5,20.0,2026-11,94,2034-08,92.92,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,8,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1745,98.0,12.2,20.7,2026-12,94,2034-09,92.92,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,8,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1745,84.0,10.5,20.7,2027-01,93,2034-09,92.92,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,8,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1745,105.2,13.2,18.7,2027-02,93,2034-10,92.92,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,8,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1745,74.0,9.2,20.7,2027-03,92,2034-10,92.92,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,8,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1745,168.0,21.0,20.0,2027-04,92,2034-11,92.92,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,8,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1745,184.0,23.0,20.7,2027-05,92,2034-12,92.92,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,8,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1745,202.0,25.2,20.0,2027-06,93,2035-02,92.92,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,8,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1745,206.0,25.7,20.7,2027-07,94,2035-04,92.92,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,8,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1745,186.0,23.2,20.7,2027-08,94,2035-05,92.92,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,8,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1745,180.0,22.5,20.0,2027-09,94,2035-06,92.92,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,10,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1398,207.5,20.8,20.7,2026-10,75,2032-12,74.41,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,10,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1398,185.0,18.5,20.0,2026-11,76,2033-02,74.41,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,10,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1398,122.5,12.2,20.7,2026-12,77,2033-04,74.41,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,10,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1398,105.0,10.5,20.7,2027-01,76,2033-04,74.41,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,10,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1398,131.6,13.2,18.7,2027-02,76,2033-05,74.41,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,10,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1398,92.5,9.2,20.7,2027-03,75,2033-05,74.41,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,10,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1398,210.0,21.0,20.0,2027-04,75,2033-06,74.41,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,10,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1398,230.0,23.0,20.7,2027-05,74,2033-06,74.41,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,10,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1398,252.5,25.2,20.0,2027-06,74,2033-07,74.41,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,10,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1398,257.5,25.7,20.7,2027-07,74,2033-08,74.41,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,10,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1398,232.5,23.2,20.7,2027-08,74,2033-09,74.41,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.92,1.0,10,13973,6986.5,1118,13973,+100 slots per missed rare event (M UNDEMONSTRATED),1398,225.0,22.5,20.0,2027-09,75,2033-11,74.41,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,10,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1396,207.5,20.8,20.7,2026-10,75,2032-12,74.34,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,10,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1396,185.0,18.5,20.0,2026-11,76,2033-02,74.34,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,10,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1396,122.5,12.2,20.7,2026-12,76,2033-03,74.34,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,10,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1396,105.0,10.5,20.7,2027-01,76,2033-04,74.34,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,10,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1396,131.6,13.2,18.7,2027-02,76,2033-05,74.34,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,10,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1396,92.5,9.2,20.7,2027-03,75,2033-05,74.34,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,10,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1396,210.0,21.0,20.0,2027-04,74,2033-05,74.34,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,10,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1396,230.0,23.0,20.7,2027-05,74,2033-06,74.34,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,10,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1396,252.5,25.2,20.0,2027-06,74,2033-07,74.34,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,10,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1396,257.5,25.7,20.7,2027-07,74,2033-08,74.34,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,10,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1396,232.5,23.2,20.7,2027-08,74,2033-09,74.34,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.92,1.0,10,13959,6979.5,1117,13959,+100 slots per missed rare event (M UNDEMONSTRATED),1396,225.0,22.5,20.0,2027-09,75,2033-11,74.34,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,4.5,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),3303,93.4,20.8,20.7,2026-10,>120,,175.9,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,4.5,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),3303,83.3,18.5,20.0,2026-11,>120,,175.9,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,4.5,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),3303,55.1,12.2,20.7,2026-12,>120,,175.9,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,4.5,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),3303,47.3,10.5,20.7,2027-01,>120,,175.9,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,4.5,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),3303,59.2,13.2,18.7,2027-02,>120,,175.9,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,4.5,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),3303,41.6,9.2,20.7,2027-03,>120,,175.9,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,4.5,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),3303,94.5,21.0,20.0,2027-04,>120,,175.9,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,4.5,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),3303,103.5,23.0,20.7,2027-05,>120,,175.9,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,4.5,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),3303,113.6,25.2,20.0,2027-06,>120,,175.9,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,4.5,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),3303,115.9,25.7,20.7,2027-07,>120,,175.9,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,4.5,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),3303,104.6,23.2,20.7,2027-08,>120,,175.9,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,4.5,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),3303,101.2,22.5,20.0,2027-09,>120,,175.9,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,4.5,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),3300,93.4,20.8,20.7,2026-10,>120,,175.72,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,4.5,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),3300,83.3,18.5,20.0,2026-11,>120,,175.72,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,4.5,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),3300,55.1,12.2,20.7,2026-12,>120,,175.72,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,4.5,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),3300,47.3,10.5,20.7,2027-01,>120,,175.72,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,4.5,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),3300,59.2,13.2,18.7,2027-02,>120,,175.72,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,4.5,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),3300,41.6,9.2,20.7,2027-03,>120,,175.72,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,4.5,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),3300,94.5,21.0,20.0,2027-04,>120,,175.72,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,4.5,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),3300,103.5,23.0,20.7,2027-05,>120,,175.72,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,4.5,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),3300,113.6,25.2,20.0,2027-06,>120,,175.72,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,4.5,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),3300,115.9,25.7,20.7,2027-07,>120,,175.72,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,4.5,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),3300,104.6,23.2,20.7,2027-08,>120,,175.72,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,4.5,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),3300,101.2,22.5,20.0,2027-09,>120,,175.72,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,8,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),1858,166.0,20.8,20.7,2026-10,100,2035-01,98.94,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,8,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),1858,148.0,18.5,20.0,2026-11,101,2035-03,98.94,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,8,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),1858,98.0,12.2,20.7,2026-12,101,2035-04,98.94,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,8,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),1858,84.0,10.5,20.7,2027-01,101,2035-05,98.94,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,8,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),1858,105.2,13.2,18.7,2027-02,100,2035-05,98.94,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,8,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),1858,74.0,9.2,20.7,2027-03,100,2035-06,98.94,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,8,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),1858,168.0,21.0,20.0,2027-04,99,2035-06,98.94,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,8,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),1858,184.0,23.0,20.7,2027-05,99,2035-07,98.94,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,8,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),1858,202.0,25.2,20.0,2027-06,99,2035-08,98.94,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,8,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),1858,206.0,25.7,20.7,2027-07,99,2035-09,98.94,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,8,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),1858,186.0,23.2,20.7,2027-08,99,2035-10,98.94,capacity
0.018,prior,12855,L=0 (cohort measured STRONG 0; UNDEMONSTRATED),12855,0.93,0.93,8,14863,7431.5,1040,14863,+100 slots per missed rare event (M UNDEMONSTRATED),1858,180.0,22.5,20.0,2027-09,99,2035-11,98.94,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,8,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),1856,166.0,20.8,20.7,2026-10,100,2035-01,98.84,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,8,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),1856,148.0,18.5,20.0,2026-11,100,2035-02,98.84,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,8,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),1856,98.0,12.2,20.7,2026-12,101,2035-04,98.84,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,8,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),1856,84.0,10.5,20.7,2027-01,100,2035-04,98.84,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,8,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),1856,105.2,13.2,18.7,2027-02,100,2035-05,98.84,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,8,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),1856,74.0,9.2,20.7,2027-03,100,2035-06,98.84,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,8,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),1856,168.0,21.0,20.0,2027-04,99,2035-06,98.84,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,8,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),1856,184.0,23.0,20.7,2027-05,99,2035-07,98.84,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,8,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),1856,202.0,25.2,20.0,2027-06,99,2035-08,98.84,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,8,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),1856,206.0,25.7,20.7,2027-07,99,2035-09,98.84,capacity
0.018,prior,12855,"L=13 sensitivity (cohort existence MODERATE, classifier unknown)",12842,0.93,0.93,8,14848,7424.0,1039,14848,+100 slots per missed rare event (M UNDEMONSTRATED),1856,186.0,23.2,20.7,2027-08,99,2035-10,98.84,capacity
